method,frame_id,video,target_frame,timestamp,quality_group,detection_index,class_id,class,confidence,track_id,missed_frames_before_target,persisted,is_true_positive,is_false_positive,is_stale_persisted_fp,x1,y1,x2,y2,model,confidence_threshold
bytetrack_persist_1,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,4,56,chair,0.3626,,0,False,True,False,False,2.817,78.684,161.356,270.945,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,0,60,dining table,0.6629,,0,False,False,True,False,0.382,226.5,185.766,418.896,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,1,56,chair,0.5291,,0,False,True,False,False,0.394,227.173,185.512,419.262,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,2,56,chair,0.4314,,0,False,True,False,False,0.64,3.089,155.135,267.121,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,3,56,chair,0.3639,,0,False,True,False,False,161.012,1.566,361.187,211.705,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,4,56,chair,0.3626,,0,False,True,False,False,2.817,78.684,161.356,270.945,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,0,60,dining table,0.6629,,0,False,False,True,False,0.382,226.5,185.766,418.896,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,1,56,chair,0.5291,,0,False,True,False,False,0.394,227.173,185.512,419.262,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,2,56,chair,0.4314,,0,False,True,False,False,0.64,3.089,155.135,267.121,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,3,56,chair,0.3639,,0,False,True,False,False,161.012,1.566,361.187,211.705,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,4,56,chair,0.3626,,0,False,True,False,False,2.817,78.684,161.356,270.945,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,0,56,chair,0.6732,6,0,False,True,False,False,0.0,225.034,173.544,419.226,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,1,56,chair,0.3674,7,0,False,True,False,False,0.0,78.151,166.918,266.013,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,0,60,dining table,0.6629,,0,False,False,True,False,0.382,226.5,185.766,418.896,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,1,56,chair,0.5291,,0,False,True,False,False,0.394,227.173,185.512,419.262,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,2,56,chair,0.4314,,0,False,True,False,False,0.64,3.089,155.135,267.121,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,3,56,chair,0.3639,,0,False,True,False,False,161.012,1.566,361.187,211.705,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,4,56,chair,0.3626,,0,False,True,False,False,2.817,78.684,161.356,270.945,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,0,60,dining table,0.6629,,0,False,False,True,False,0.382,226.5,185.766,418.896,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,1,56,chair,0.5291,,0,False,True,False,False,0.394,227.173,185.512,419.262,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,2,56,chair,0.4314,,0,False,True,False,False,0.64,3.089,155.135,267.121,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,3,56,chair,0.3639,,0,False,True,False,False,161.012,1.566,361.187,211.705,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,4,56,chair,0.3626,,0,False,True,False,False,2.817,78.684,161.356,270.945,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,0,60,dining table,0.6629,,0,False,False,True,False,0.382,226.5,185.766,418.896,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,1,56,chair,0.5291,,0,False,True,False,False,0.394,227.173,185.512,419.262,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,2,56,chair,0.4314,,0,False,True,False,False,0.64,3.089,155.135,267.121,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,3,56,chair,0.3639,,0,False,True,False,False,161.012,1.566,361.187,211.705,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00189_t06.36_clear,video1,185,06.36,clear,4,56,chair,0.3626,,0,False,True,False,False,2.817,78.684,161.356,270.945,yolov8n.pt,0.15
raw,video1/v01_20-16_f00270_t09.09_moderate_blur,video1,267,09.09,moderate_blur,0,60,dining table,0.2277,,0,False,False,True,False,0.611,74.01,321.763,408.998,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00270_t09.09_moderate_blur,video1,267,09.09,moderate_blur,0,60,dining table,0.2277,,0,False,False,True,False,0.611,74.01,321.763,408.998,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00270_t09.09_moderate_blur,video1,267,09.09,moderate_blur,0,60,dining table,0.2277,,0,False,False,True,False,0.611,74.01,321.763,408.998,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur,video1,267,09.09,moderate_blur,0,60,dining table,0.2277,,0,False,False,True,False,0.611,74.01,321.763,408.998,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00270_t09.09_moderate_blur,video1,267,09.09,moderate_blur,0,60,dining table,0.2277,,0,False,False,True,False,0.611,74.01,321.763,408.998,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00270_t09.09_moderate_blur,video1,267,09.09,moderate_blur,0,60,dining table,0.2277,,0,False,False,True,False,0.611,74.01,321.763,408.998,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur,video1,267,09.09,moderate_blur,0,60,dining table,0.2277,,0,False,False,True,False,0.611,74.01,321.763,408.998,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00325_t10.94_clear,video1,322,10.94,clear,0,56,chair,0.5292,33,1,True,True,False,False,0.0,236.292,168.939,419.77,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00325_t10.94_clear,video1,322,10.94,clear,0,56,chair,0.378,37,2,True,True,False,False,170.697,1.458,463.432,376.956,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00325_t10.94_clear,video1,322,10.94,clear,1,56,chair,0.5292,33,1,True,True,False,False,0.0,236.292,168.939,419.77,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00325_t10.94_clear,video1,322,10.94,clear,0,56,chair,0.378,37,2,True,True,False,False,170.697,1.458,463.432,376.956,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00325_t10.94_clear,video1,322,10.94,clear,1,56,chair,0.5292,33,1,True,True,False,False,0.0,236.292,168.939,419.77,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00325_t10.94_clear,video1,322,10.94,clear,0,56,chair,0.5292,32,1,True,True,False,False,0.0,236.382,154.241,419.995,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00325_t10.94_clear,video1,322,10.94,clear,0,56,chair,0.378,36,2,True,True,False,False,148.598,0.0,445.091,371.608,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00325_t10.94_clear,video1,322,10.94,clear,1,56,chair,0.5292,32,1,True,True,False,False,0.0,236.382,154.241,419.995,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00325_t10.94_clear,video1,322,10.94,clear,0,56,chair,0.378,36,2,True,True,False,False,148.598,0.0,445.091,371.608,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00325_t10.94_clear,video1,322,10.94,clear,1,56,chair,0.5292,32,1,True,True,False,False,0.0,236.382,154.241,419.995,yolov8n.pt,0.15
raw,video1/v01_20-16_f00352_t11.85_moderate_blur,video1,349,11.85,moderate_blur,0,56,chair,0.192,,0,False,True,False,False,0.235,104.568,122.687,413.412,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00352_t11.85_moderate_blur,video1,349,11.85,moderate_blur,0,56,chair,0.1515,40,0,False,True,False,False,0.0,107.101,152.097,390.707,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur,video1,349,11.85,moderate_blur,0,56,chair,0.192,,0,False,True,False,False,0.235,104.568,122.687,413.412,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00352_t11.85_moderate_blur,video1,349,11.85,moderate_blur,0,56,chair,0.192,,0,False,True,False,False,0.235,104.568,122.687,413.412,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00352_t11.85_moderate_blur,video1,349,11.85,moderate_blur,0,56,chair,0.192,,0,False,True,False,False,0.235,104.568,122.687,413.412,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00352_t11.85_moderate_blur,video1,349,11.85,moderate_blur,0,56,chair,0.1515,39,0,False,True,False,False,0.066,104.767,122.545,387.213,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur,video1,349,11.85,moderate_blur,0,56,chair,0.192,,0,False,True,False,False,0.235,104.568,122.687,413.412,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00352_t11.85_moderate_blur,video1,349,11.85,moderate_blur,0,56,chair,0.192,,0,False,True,False,False,0.235,104.568,122.687,413.412,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00352_t11.85_moderate_blur,video1,349,11.85,moderate_blur,0,56,chair,0.192,,0,False,True,False,False,0.235,104.568,122.687,413.412,yolov8n.pt,0.15
raw,video2/v02_20-18_f00567_t18.90_moderate_blur,video2,567,18.90,moderate_blur,0,56,chair,0.2307,,0,False,True,False,False,0.074,2.037,194.19,413.069,yolov8n.pt,0.15
bytetrack_persist_1,video2/v02_20-18_f00567_t18.90_moderate_blur,video2,567,18.90,moderate_blur,0,56,chair,0.2307,,0,False,True,False,False,0.074,2.037,194.19,413.069,yolov8n.pt,0.15
bytetrack_persist_3,video2/v02_20-18_f00567_t18.90_moderate_blur,video2,567,18.90,moderate_blur,0,56,chair,0.2307,,0,False,True,False,False,0.074,2.037,194.19,413.069,yolov8n.pt,0.15
bytetrack_persist_5,video2/v02_20-18_f00567_t18.90_moderate_blur,video2,567,18.90,moderate_blur,0,56,chair,0.2307,,0,False,True,False,False,0.074,2.037,194.19,413.069,yolov8n.pt,0.15
botsort_persist_1,video2/v02_20-18_f00567_t18.90_moderate_blur,video2,567,18.90,moderate_blur,0,56,chair,0.2307,,0,False,True,False,False,0.074,2.037,194.19,413.069,yolov8n.pt,0.15
botsort_persist_3,video2/v02_20-18_f00567_t18.90_moderate_blur,video2,567,18.90,moderate_blur,0,56,chair,0.2307,,0,False,True,False,False,0.074,2.037,194.19,413.069,yolov8n.pt,0.15
botsort_persist_5,video2/v02_20-18_f00567_t18.90_moderate_blur,video2,567,18.90,moderate_blur,0,56,chair,0.2307,,0,False,True,False,False,0.074,2.037,194.19,413.069,yolov8n.pt,0.15
raw,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,0,0,person,0.8202,,0,False,True,False,False,510.53,61.238,639.617,420.885,yolov8n.pt,0.15
raw,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,1,0,person,0.1593,,0,False,True,False,False,525.515,134.284,588.197,246.126,yolov8n.pt,0.15
bytetrack,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,0,0,person,0.8117,1,0,False,True,False,False,511.078,59.795,639.647,420.201,yolov8n.pt,0.15
bytetrack_persist_1,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,0,0,person,0.8202,,0,False,True,False,False,510.53,61.238,639.617,420.885,yolov8n.pt,0.15
bytetrack_persist_1,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,1,0,person,0.1593,,0,False,True,False,False,525.515,134.284,588.197,246.126,yolov8n.pt,0.15
bytetrack_persist_3,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,0,0,person,0.8202,,0,False,True,False,False,510.53,61.238,639.617,420.885,yolov8n.pt,0.15
bytetrack_persist_3,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,1,0,person,0.1593,,0,False,True,False,False,525.515,134.284,588.197,246.126,yolov8n.pt,0.15
bytetrack_persist_5,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,0,0,person,0.8202,,0,False,True,False,False,510.53,61.238,639.617,420.885,yolov8n.pt,0.15
bytetrack_persist_5,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,1,0,person,0.1593,,0,False,True,False,False,525.515,134.284,588.197,246.126,yolov8n.pt,0.15
botsort,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,0,0,person,0.8117,1,0,False,True,False,False,511.078,59.795,639.647,420.201,yolov8n.pt,0.15
botsort_persist_1,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,0,0,person,0.8202,,0,False,True,False,False,510.53,61.238,639.617,420.885,yolov8n.pt,0.15
botsort_persist_1,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,1,0,person,0.1593,,0,False,True,False,False,525.515,134.284,588.197,246.126,yolov8n.pt,0.15
botsort_persist_3,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,0,0,person,0.8202,,0,False,True,False,False,510.53,61.238,639.617,420.885,yolov8n.pt,0.15
botsort_persist_3,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,1,0,person,0.1593,,0,False,True,False,False,525.515,134.284,588.197,246.126,yolov8n.pt,0.15
botsort_persist_5,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,0,0,person,0.8202,,0,False,True,False,False,510.53,61.238,639.617,420.885,yolov8n.pt,0.15
botsort_persist_5,video3/v03_20-20_f00000_t00.00_clear,video3,0,00.00,clear,1,0,person,0.1593,,0,False,True,False,False,525.515,134.284,588.197,246.126,yolov8n.pt,0.15
raw,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,0,0,person,0.6757,,0,False,True,False,False,531.674,101.573,639.755,420.662,yolov8n.pt,0.15
raw,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,1,0,person,0.2502,,0,False,True,False,False,539.377,124.764,618.172,262.224,yolov8n.pt,0.15
bytetrack,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,0,0,person,0.6364,8,0,False,True,False,False,524.539,102.25,640.0,420.03,yolov8n.pt,0.15
bytetrack_persist_1,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,0,0,person,0.6757,,0,False,True,False,False,531.674,101.573,639.755,420.662,yolov8n.pt,0.15
bytetrack_persist_1,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,1,0,person,0.2502,,0,False,True,False,False,539.377,124.764,618.172,262.224,yolov8n.pt,0.15
bytetrack_persist_3,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,0,0,person,0.6757,,0,False,True,False,False,531.674,101.573,639.755,420.662,yolov8n.pt,0.15
bytetrack_persist_3,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,1,0,person,0.2502,,0,False,True,False,False,539.377,124.764,618.172,262.224,yolov8n.pt,0.15
bytetrack_persist_5,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,0,0,person,0.6757,,0,False,True,False,False,531.674,101.573,639.755,420.662,yolov8n.pt,0.15
bytetrack_persist_5,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,1,0,person,0.2502,,0,False,True,False,False,539.377,124.764,618.172,262.224,yolov8n.pt,0.15
botsort,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,0,0,person,0.6364,9,0,False,True,False,False,531.785,101.344,640.0,419.567,yolov8n.pt,0.15
botsort_persist_1,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,0,0,person,0.6757,,0,False,True,False,False,531.674,101.573,639.755,420.662,yolov8n.pt,0.15
botsort_persist_1,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,1,0,person,0.2502,,0,False,True,False,False,539.377,124.764,618.172,262.224,yolov8n.pt,0.15
botsort_persist_3,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,0,0,person,0.6757,,0,False,True,False,False,531.674,101.573,639.755,420.662,yolov8n.pt,0.15
botsort_persist_3,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,1,0,person,0.2502,,0,False,True,False,False,539.377,124.764,618.172,262.224,yolov8n.pt,0.15
botsort_persist_5,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,0,0,person,0.6757,,0,False,True,False,False,531.674,101.573,639.755,420.662,yolov8n.pt,0.15
botsort_persist_5,video3/v03_20-20_f00097_t03.23_clear,video3,97,03.23,clear,1,0,person,0.2502,,0,False,True,False,False,539.377,124.764,618.172,262.224,yolov8n.pt,0.15
raw,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,0,0,person,0.8125,,0,False,True,False,False,224.02,1.796,346.527,175.024,yolov8n.pt,0.15
raw,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,1,0,person,0.4138,,0,False,True,False,False,441.603,3.443,626.831,409.217,yolov8n.pt,0.15
raw,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,2,28,suitcase,0.1913,,0,False,False,True,False,99.607,122.66,273.31,230.976,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,0,0,person,0.8072,1,0,False,True,False,False,223.985,1.785,346.39,174.659,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,1,0,person,0.3435,2,0,False,True,False,False,440.832,3.982,626.797,408.822,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,0,0,person,0.8125,,0,False,True,False,False,224.02,1.796,346.527,175.024,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,1,0,person,0.4138,,0,False,True,False,False,441.603,3.443,626.831,409.217,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,2,28,suitcase,0.1913,,0,False,False,True,False,99.607,122.66,273.31,230.976,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,0,0,person,0.8125,,0,False,True,False,False,224.02,1.796,346.527,175.024,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,1,0,person,0.4138,,0,False,True,False,False,441.603,3.443,626.831,409.217,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,2,28,suitcase,0.1913,,0,False,False,True,False,99.607,122.66,273.31,230.976,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,0,0,person,0.8125,,0,False,True,False,False,224.02,1.796,346.527,175.024,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,1,0,person,0.4138,,0,False,True,False,False,441.603,3.443,626.831,409.217,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,2,28,suitcase,0.1913,,0,False,False,True,False,99.607,122.66,273.31,230.976,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,0,0,person,0.8072,1,0,False,True,False,False,223.985,1.785,346.39,174.659,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,1,0,person,0.3435,2,0,False,True,False,False,440.832,3.982,626.797,408.822,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,0,0,person,0.8125,,0,False,True,False,False,224.02,1.796,346.527,175.024,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,1,0,person,0.4138,,0,False,True,False,False,441.603,3.443,626.831,409.217,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,2,28,suitcase,0.1913,,0,False,False,True,False,99.607,122.66,273.31,230.976,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,0,0,person,0.8125,,0,False,True,False,False,224.02,1.796,346.527,175.024,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,1,0,person,0.4138,,0,False,True,False,False,441.603,3.443,626.831,409.217,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,2,28,suitcase,0.1913,,0,False,False,True,False,99.607,122.66,273.31,230.976,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,0,0,person,0.8125,,0,False,True,False,False,224.02,1.796,346.527,175.024,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,1,0,person,0.4138,,0,False,True,False,False,441.603,3.443,626.831,409.217,yolov8n.pt,0.15
botsort_persist_5,video4/v04_20-21_f00000_t00.00_clear,video4,0,00.00,clear,2,28,suitcase,0.1913,,0,False,False,True,False,99.607,122.66,273.31,230.976,yolov8n.pt,0.15
raw,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8585,,0,False,True,False,False,284.914,2.401,437.986,214.55,yolov8n.pt,0.15
raw,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,0,person,0.2803,,0,False,True,False,False,477.833,25.418,639.744,419.743,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.3018,2,0,False,True,False,False,470.414,46.585,640.0,419.721,yolov8n.pt,0.15
bytetrack,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,0,person,0.8542,1,0,False,True,False,False,290.434,3.029,442.369,217.086,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8585,,0,False,True,False,False,284.914,2.401,437.986,214.55,yolov8n.pt,0.15
bytetrack_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,0,person,0.2803,,0,False,True,False,False,477.833,25.418,639.744,419.743,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8585,,0,False,True,False,False,284.914,2.401,437.986,214.55,yolov8n.pt,0.15
bytetrack_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,0,person,0.2803,,0,False,True,False,False,477.833,25.418,639.744,419.743,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8585,,0,False,True,False,False,284.914,2.401,437.986,214.55,yolov8n.pt,0.15
bytetrack_persist_5,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,0,person,0.2803,,0,False,True,False,False,477.833,25.418,639.744,419.743,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.3018,2,0,False,True,False,False,475.376,44.873,639.391,418.085,yolov8n.pt,0.15
botsort,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,0,person,0.8542,1,0,False,True,False,False,284.91,0.0,440.609,213.636,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8585,,0,False,True,False,False,284.914,2.401,437.986,214.55,yolov8n.pt,0.15
botsort_persist_1,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,0,person,0.2803,,0,False,True,False,False,477.833,25.418,639.744,419.743,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,0,0,person,0.8585,,0,False,True,False,False,284.914,2.401,437.986,214.55,yolov8n.pt,0.15
botsort_persist_3,video4/v04_20-21_f00038_t01.27_clear,video4,38,01.27,clear,1,0,person,0.2803,,0,False,True,False,False,477.833,25.418,639.744,419.743,yolov8n.pt,0.15
