filename,source_video,video_id,frame_number,timestamp_sec,fps,width,height,quality_group,lighting_note,laplacian_variance,mean_brightness_0_255
v04_20-21_f00190_t06.33_moderate_blur.png,Movie on 13-08-2026 at 20.21(1).mov,v04_20-21,190,6.333,30.0,640,426,moderate_blur,normal_indoor,157.478,126.898
v04_20-21_f00380_t12.67_moderate_blur.png,Movie on 13-08-2026 at 20.21(1).mov,v04_20-21,380,12.667,30.0,640,426,moderate_blur,normal_indoor,166.441,127.485
v04_20-21_f00418_t13.93_moderate_blur.png,Movie on 13-08-2026 at 20.21(1).mov,v04_20-21,418,13.933,30.0,640,426,moderate_blur,normal_indoor,174.949,123.502
v04_20-21_f00228_t07.60_severe_blur.png,Movie on 13-08-2026 at 20.21(1).mov,v04_20-21,228,7.6,30.0,640,426,severe_blur,normal_indoor,184.516,120.317
v04_20-21_f00304_t10.13_severe_blur.png,Movie on 13-08-2026 at 20.21(1).mov,v04_20-21,304,10.133,30.0,640,426,severe_blur,normal_indoor,285.948,127.354
v04_20-21_f00342_t11.40_severe_blur.png,Movie on 13-08-2026 at 20.21(1).mov,v04_20-21,342,11.4,30.0,640,426,severe_blur,normal_indoor,129.994,116.012
v05_20-23_f00000_t00.00_clear.png,Movie on 13-08-2026 at 20.23(1).mov,v05_20-23,0,0.0,30.0,640,426,clear,normal_indoor,118.687,122.054
v05_20-23_f00022_t00.73_clear.png,Movie on 13-08-2026 at 20.23(1).mov,v05_20-23,22,0.733,30.0,640,426,clear,normal_indoor,124.862,121.173
v05_20-23_f00204_t06.80_clear.png,Movie on 13-08-2026 at 20.23(1).mov,v05_20-23,204,6.8,30.0,640,426,clear,normal_indoor,131.082,124.184
v05_20-23_f00295_t09.83_clear.png,Movie on 13-08-2026 at 20.23(1).mov,v05_20-23,295,9.833,30.0,640,426,clear,normal_indoor,129.649,122.452
v05_20-23_f00068_t02.27_moderate_blur.png,Movie on 13-08-2026 at 20.23(1).mov,v05_20-23,68,2.267,30.0,640,426,moderate_blur,normal_indoor,121.785,124.032
v05_20-23_f00136_t04.53_moderate_blur.png,Movie on 13-08-2026 at 20.23(1).mov,v05_20-23,136,4.533,30.0,640,426,moderate_blur,normal_indoor,118.832,124.08
v05_20-23_f00181_t06.03_moderate_blur.png,Movie on 13-08-2026 at 20.23(1).mov,v05_20-23,181,6.033,30.0,640,426,moderate_blur,normal_indoor,92.258,104.757
v05_20-23_f00250_t08.33_moderate_blur.png,Movie on 13-08-2026 at 20.23(1).mov,v05_20-23,250,8.333,30.0,640,426,moderate_blur,normal_indoor,109.319,102.922
v05_20-23_f00318_t10.60_moderate_blur.png,Movie on 13-08-2026 at 20.23(1).mov,v05_20-23,318,10.6,30.0,640,426,moderate_blur,normal_indoor,74.182,96.301
v05_20-23_f00386_t12.87_severe_blur.png,Movie on 13-08-2026 at 20.23(1).mov,v05_20-23,386,12.867,30.0,640,426,severe_blur,dim_or_occluded,82.156,94.735
v05_20-23_f00432_t14.40_severe_blur.png,Movie on 13-08-2026 at 20.23(1).mov,v05_20-23,432,14.4,30.0,640,426,severe_blur,dim_or_occluded,28.836,55.358
v05_20-23_f00477_t15.90_severe_blur.png,Movie on 13-08-2026 at 20.23(1).mov,v05_20-23,477,15.9,30.0,640,426,severe_blur,dim_or_occluded,47.561,71.829
v06_20-24_f00000_t00.00_clear.png,Movie on 13-08-2026 at 20.24(1).mov,v06_20-24,0,0.0,30.0,640,426,clear,normal_indoor,135.709,123.926
v06_20-24_f00030_t01.00_clear.png,Movie on 13-08-2026 at 20.24(1).mov,v06_20-24,30,1.0,30.0,640,426,clear,normal_indoor,144.328,124.012
v06_20-24_f00246_t08.20_clear.png,Movie on 13-08-2026 at 20.24(1).mov,v06_20-24,246,8.2,30.0,640,426,clear,normal_indoor,122.025,125.587
v06_20-24_f00647_t21.57_clear.png,Movie on 13-08-2026 at 20.24(1).mov,v06_20-24,647,21.567,30.0,640,426,clear,normal_indoor,106.129,120.932
v06_20-24_f00123_t04.10_moderate_blur.png,Movie on 13-08-2026 at 20.24(1).mov,v06_20-24,123,4.1,30.0,640,426,moderate_blur,normal_indoor,122.878,120.642
v06_20-24_f00154_t05.13_moderate_blur.png,Movie on 13-08-2026 at 20.24(1).mov,v06_20-24,154,5.133,30.0,640,426,moderate_blur,normal_indoor,109.793,109.101
v06_20-24_f00277_t09.23_moderate_blur.png,Movie on 13-08-2026 at 20.24(1).mov,v06_20-24,277,9.233,30.0,640,426,moderate_blur,normal_indoor,106.2,111.598
v06_20-24_f00431_t14.37_moderate_blur.png,Movie on 13-08-2026 at 20.24(1).mov,v06_20-24,431,14.367,30.0,640,426,moderate_blur,normal_indoor,105.558,113.336
v06_20-24_f00616_t20.53_moderate_blur.png,Movie on 13-08-2026 at 20.24(1).mov,v06_20-24,616,20.533,30.0,640,426,moderate_blur,normal_indoor,89.911,121.098
v06_20-24_f00184_t06.13_severe_blur.png,Movie on 13-08-2026 at 20.24(1).mov,v06_20-24,184,6.133,30.0,640,426,severe_blur,normal_indoor,106.147,119.061
v06_20-24_f00215_t07.17_severe_blur.png,Movie on 13-08-2026 at 20.24(1).mov,v06_20-24,215,7.167,30.0,640,426,severe_blur,normal_indoor,84.448,96.729
v06_20-24_f00493_t16.43_severe_blur.png,Movie on 13-08-2026 at 20.24(1).mov,v06_20-24,493,16.433,30.0,640,426,severe_blur,normal_indoor,93.235,103.257
v07_20-25_f00000_t00.00_clear.png,Movie on 13-08-2026 at 20.25(2).mov,v07_20-25,0,0.0,30.0,640,426,clear,normal_indoor,162.389,107.633
v07_20-25_f00029_t00.97_clear.png,Movie on 13-08-2026 at 20.25(2).mov,v07_20-25,29,0.967,30.0,640,426,clear,normal_indoor,202.797,130.33
v07_20-25_f00044_t01.47_clear.png,Movie on 13-08-2026 at 20.25(2).mov,v07_20-25,44,1.467,30.0,640,426,clear,normal_indoor,209.156,126.905
v07_20-25_f00059_t01.97_clear.png,Movie on 13-08-2026 at 20.25(2).mov,v07_20-25,59,1.967,30.0,640,426,clear,normal_indoor,212.467,128.781
v07_20-25_f00014_t00.47_moderate_blur.png,Movie on 13-08-2026 at 20.25(2).mov,v07_20-25,14,0.467,30.0,640,426,moderate_blur,normal_indoor,148.181,108.456
v07_20-25_f00074_t02.47_moderate_blur.png,Movie on 13-08-2026 at 20.25(2).mov,v07_20-25,74,2.467,30.0,640,426,moderate_blur,normal_indoor,174.148,118.263
v07_20-25_f00119_t03.97_moderate_blur.png,Movie on 13-08-2026 at 20.25(2).mov,v07_20-25,119,3.967,30.0,640,426,moderate_blur,normal_indoor,150.069,112.086
v07_20-25_f00149_t04.97_moderate_blur.png,Movie on 13-08-2026 at 20.25(2).mov,v07_20-25,149,4.967,30.0,640,426,moderate_blur,normal_indoor,184.998,121.266
v07_20-25_f00223_t07.43_moderate_blur.png,Movie on 13-08-2026 at 20.25(2).mov,v07_20-25,223,7.433,30.0,640,426,moderate_blur,normal_indoor,153.254,121.596
v07_20-25_f00104_t03.47_severe_blur.png,Movie on 13-08-2026 at 20.25(2).mov,v07_20-25,104,3.467,30.0,640,426,severe_blur,normal_indoor,114.94,97.374
v07_20-25_f00178_t05.93_severe_blur.png,Movie on 13-08-2026 at 20.25(2).mov,v07_20-25,178,5.933,30.0,640,426,severe_blur,normal_indoor,102.075,93.65
v07_20-25_f00268_t08.93_severe_blur.png,Movie on 13-08-2026 at 20.25(2).mov,v07_20-25,268,8.933,30.0,640,426,severe_blur,normal_indoor,56.989,94.577
